filename,label,validation
1-63871-A-10_000_003.mp3,rain,False
1-63871-A-10_003_006.mp3,rain,False
1-64398-A-41_000_003.mp3,chainsaw,False
1-64398-A-41_003_006.mp3,chainsaw,False
1-64398-B-41_000_003.mp3,chainsaw,False
1-64398-B-41_003_006.mp3,chainsaw,False
1-7057-A-12_000_003.mp3,crackling_fire,False
1-7057-A-12_003_006.mp3,crackling_fire,False
1-81883-A-21_000_003.mp3,sneezing,False
1-81883-A-21_003_006.mp3,sneezing,False
1-85362-A-0_000_003.mp3,dog,False
1-85362-A-0_003_006.mp3,dog,False
1-91359-A-11_000_003.mp3,sea_waves,False
1-91359-A-11_003_006.mp3,sea_waves,False
1-91359-B-11_000_003.mp3,sea_waves,False
1-91359-B-11_003_006.mp3,sea_waves,False
1-97392-A-0_000_003.mp3,dog,False
1-97392-A-0_003_006.mp3,dog,False
2-100786-A-1_000_003.mp3,rooster,False
2-100786-A-1_003_006.mp3,rooster,False
2-101676-A-10_000_003.mp3,rain,False
2-101676-A-10_003_006.mp3,rain,False
2-102852-A-11_000_003.mp3,sea_waves,False
2-102852-A-11_003_006.mp3,sea_waves,False
2-107351-A-20_000_003.mp3,crying_baby,False
2-107351-A-20_003_006.mp3,crying_baby,False
2-107351-B-20_000_003.mp3,crying_baby,False
2-107351-B-20_003_006.mp3,crying_baby,False
2-109505-A-21_000_003.mp3,sneezing,False
2-109505-A-21_003_006.mp3,sneezing,False
2-114280-A-0_000_003.mp3,dog,False
2-114280-A-0_003_006.mp3,dog,False
2-114587-A-0_000_003.mp3,dog,False
2-114587-A-0_003_006.mp3,dog,False
2-116400-A-0_000_003.mp3,dog,False
2-116400-A-0_003_006.mp3,dog,False
2-117271-A-0_000_003.mp3,dog,False
2-117271-A-0_003_006.mp3,dog,False
2-117625-A-10_000_003.mp3,rain,False
2-117625-A-10_003_006.mp3,rain,False
2-118072-A-0_000_003.mp3,dog,False
2-118072-A-0_003_006.mp3,dog,False
2-118104-A-21_000_003.mp3,sneezing,False
2-118104-A-21_003_006.mp3,sneezing,False
2-118964-A-0_000_003.mp3,dog,False
2-118964-A-0_003_006.mp3,dog,False
2-119102-A-21_000_003.mp3,sneezing,False
2-119102-A-21_003_006.mp3,sneezing,False
2-119748-A-38_000_003.mp3,clock_tick,False
2-119748-A-38_003_006.mp3,clock_tick,False
2-122104-A-0_000_003.mp3,dog,False
2-122104-A-0_003_006.mp3,dog,False
2-122104-B-0_000_003.mp3,dog,False
2-122104-B-0_003_006.mp3,dog,False
2-124662-A-11_000_003.mp3,sea_waves,False
2-124662-A-11_003_006.mp3,sea_waves,False
2-125966-A-11_000_003.mp3,sea_waves,False
2-125966-A-11_003_006.mp3,sea_waves,False
2-127108-A-38_000_003.mp3,clock_tick,False
2-127108-A-38_003_006.mp3,clock_tick,False
2-128631-A-21_000_003.mp3,sneezing,False
2-128631-A-21_003_006.mp3,sneezing,False
2-130978-A-21_000_003.mp3,sneezing,False
2-130978-A-21_003_006.mp3,sneezing,False
2-130979-A-21_000_003.mp3,sneezing,False
2-130979-A-21_003_006.mp3,sneezing,False
2-131943-A-38_000_003.mp3,clock_tick,False
2-131943-A-38_003_006.mp3,clock_tick,False
2-132157-A-11_000_003.mp3,sea_waves,False
2-132157-A-11_003_006.mp3,sea_waves,False
2-132157-B-11_000_003.mp3,sea_waves,False
2-132157-B-11_003_006.mp3,sea_waves,False
2-133863-A-11_000_003.mp3,sea_waves,False
2-133863-A-11_003_006.mp3,sea_waves,False
2-134700-A-38_000_003.mp3,clock_tick,False
2-134700-A-38_003_006.mp3,clock_tick,False
2-135728-A-38_000_003.mp3,clock_tick,False
2-135728-A-38_003_006.mp3,clock_tick,False
2-137162-A-11_000_003.mp3,sea_waves,False
2-137162-A-11_003_006.mp3,sea_waves,False
2-140147-A-38_000_003.mp3,clock_tick,False
2-140147-A-38_003_006.mp3,clock_tick,False
2-141584-A-38_000_003.mp3,clock_tick,False
2-141584-A-38_003_006.mp3,clock_tick,False
2-151079-A-20_000_003.mp3,crying_baby,False
2-151079-A-20_003_006.mp3,crying_baby,False
2-155801-A-11_000_003.mp3,sea_waves,False
2-155801-A-11_003_006.mp3,sea_waves,False
2-18766-A-12_000_003.mp3,crackling_fire,False
2-18766-A-12_003_006.mp3,crackling_fire,False
2-18766-B-12_000_003.mp3,crackling_fire,False
2-18766-B-12_003_006.mp3,crackling_fire,False
2-188822-A-40_000_003.mp3,helicopter,False
2-188822-A-40_003_006.mp3,helicopter,False
2-188822-B-40_000_003.mp3,helicopter,False
2-188822-B-40_003_006.mp3,helicopter,False
2-188822-C-40_000_003.mp3,helicopter,False
2-188822-C-40_003_006.mp3,helicopter,False
2-188822-D-40_000_003.mp3,helicopter,False
2-188822-D-40_003_006.mp3,helicopter,False
2-28314-A-12_000_003.mp3,crackling_fire,False
2-28314-A-12_003_006.mp3,crackling_fire,False
2-28314-B-12_000_003.mp3,crackling_fire,False
2-28314-B-12_003_006.mp3,crackling_fire,False
2-30322-A-12_000_003.mp3,crackling_fire,False
2-30322-A-12_003_006.mp3,crackling_fire,False
2-30322-B-12_000_003.mp3,crackling_fire,False
2-30322-B-12_003_006.mp3,crackling_fire,False
2-37806-A-40_000_003.mp3,helicopter,False
2-37806-A-40_003_006.mp3,helicopter,False
2-37806-B-40_000_003.mp3,helicopter,False
2-37806-B-40_003_006.mp3,helicopter,False
2-37806-C-40_000_003.mp3,helicopter,False
2-37806-C-40_003_006.mp3,helicopter,False
2-37806-D-40_000_003.mp3,helicopter,False
2-37806-D-40_003_006.mp3,helicopter,False
2-50665-A-20_000_003.mp3,crying_baby,False
2-50665-A-20_003_006.mp3,crying_baby,False
2-50666-A-20_000_003.mp3,crying_baby,False
2-50666-A-20_003_006.mp3,crying_baby,False
2-50667-A-41_000_003.mp3,chainsaw,False
2-50667-A-41_003_006.mp3,chainsaw,False
2-50667-B-41_000_003.mp3,chainsaw,False
2-50667-B-41_003_006.mp3,chainsaw,False
2-50668-A-41_000_003.mp3,chainsaw,False
2-50668-A-41_003_006.mp3,chainsaw,False
2-50668-B-41_000_003.mp3,chainsaw,False
2-50668-B-41_003_006.mp3,chainsaw,False
2-61311-A-12_000_003.mp3,crackling_fire,False
2-61311-A-12_003_006.mp3,crackling_fire,False
2-65747-A-12_000_003.mp3,crackling_fire,False
2-65747-A-12_003_006.mp3,crackling_fire,False
2-65750-A-1_000_003.mp3,rooster,False
2-65750-A-1_003_006.mp3,rooster,False
2-66637-A-20_000_003.mp3,crying_baby,False
2-66637-A-20_003_006.mp3,crying_baby,False
2-66637-B-20_000_003.mp3,crying_baby,False
2-66637-B-20_003_006.mp3,crying_baby,False
2-68391-A-41_000_003.mp3,chainsaw,False
2-68391-A-41_003_006.mp3,chainsaw,False
2-68391-B-41_000_003.mp3,chainsaw,False
2-68391-B-41_003_006.mp3,chainsaw,False
2-71162-A-1_000_003.mp3,rooster,False
2-71162-A-1_003_006.mp3,rooster,False
2-72970-A-10_000_003.mp3,rain,False
2-72970-A-10_003_006.mp3,rain,False
2-73027-A-10_000_003.mp3,rain,False
2-73027-A-10_003_006.mp3,rain,False
2-73260-A-10_000_003.mp3,rain,False
2-73260-A-10_003_006.mp3,rain,False
2-77945-A-41_000_003.mp3,chainsaw,False
2-77945-A-41_003_006.mp3,chainsaw,False
2-77945-B-41_000_003.mp3,chainsaw,False
2-77945-B-41_003_006.mp3,chainsaw,False
2-80482-A-20_000_003.mp3,crying_baby,False
2-80482-A-20_003_006.mp3,crying_baby,False
2-81270-A-1_000_003.mp3,rooster,False
2-81270-A-1_003_006.mp3,rooster,False
2-81731-A-10_000_003.mp3,rain,False
2-81731-A-10_003_006.mp3,rain,False
2-82367-A-10_000_003.mp3,rain,False
2-82367-A-10_003_006.mp3,rain,False
2-82538-A-21_000_003.mp3,sneezing,False
2-82538-A-21_003_006.mp3,sneezing,False
2-87781-A-10_000_003.mp3,rain,False
2-87781-A-10_003_006.mp3,rain,False
2-88724-A-38_000_003.mp3,clock_tick,False
2-88724-A-38_003_006.mp3,clock_tick,False
2-93030-A-21_000_003.mp3,sneezing,False
2-93030-A-21_003_006.mp3,sneezing,False
2-95035-A-1_000_003.mp3,rooster,False
2-95035-A-1_003_006.mp3,rooster,False
2-95258-A-1_000_003.mp3,rooster,False
2-95258-A-1_003_006.mp3,rooster,False
2-95258-B-1_000_003.mp3,rooster,False
2-95258-B-1_003_006.mp3,rooster,False
2-96460-A-1_000_003.mp3,rooster,False
2-96460-A-1_003_006.mp3,rooster,False
3-104632-A-12_000_003.mp3,crackling_fire,False
3-104632-A-12_003_006.mp3,crackling_fire,False
3-104958-A-12_000_003.mp3,crackling_fire,False
3-104958-A-12_003_006.mp3,crackling_fire,False
3-107219-A-1_000_003.mp3,rooster,False
3-107219-A-1_003_006.mp3,rooster,False
3-116135-A-1_000_003.mp3,rooster,False
3-116135-A-1_003_006.mp3,rooster,False
3-118656-A-41_000_003.mp3,chainsaw,False
3-118656-A-41_003_006.mp3,chainsaw,False
3-118657-A-41_000_003.mp3,chainsaw,False
3-118657-A-41_003_006.mp3,chainsaw,False
3-118657-B-41_000_003.mp3,chainsaw,False
3-118657-B-41_003_006.mp3,chainsaw,False
3-118658-A-41_000_003.mp3,chainsaw,False
3-118658-A-41_003_006.mp3,chainsaw,False
3-118658-B-41_000_003.mp3,chainsaw,False
3-118658-B-41_003_006.mp3,chainsaw,False
3-118972-A-41_000_003.mp3,chainsaw,False
3-118972-A-41_003_006.mp3,chainsaw,False
3-118972-B-41_000_003.mp3,chainsaw,False
3-118972-B-41_003_006.mp3,chainsaw,False
3-120644-A-12_000_003.mp3,crackling_fire,False
3-120644-A-12_003_006.mp3,crackling_fire,False
3-132852-A-10_000_003.mp3,rain,False
3-132852-A-10_003_006.mp3,rain,False
3-134049-A-1_000_003.mp3,rooster,False
3-134049-A-1_003_006.mp3,rooster,False
3-136288-A-0_000_003.mp3,dog,False
3-136288-A-0_003_006.mp3,dog,False
3-137152-A-1_000_003.mp3,rooster,False
3-137152-A-1_003_006.mp3,rooster,False
3-140774-A-10_000_003.mp3,rain,False
3-140774-A-10_003_006.mp3,rain,False
3-141684-A-21_000_003.mp3,sneezing,False
3-141684-A-21_003_006.mp3,sneezing,False
3-142005-A-10_000_003.mp3,rain,False
3-142005-A-10_003_006.mp3,rain,False
3-142006-A-10_000_003.mp3,rain,False
3-142006-A-10_003_006.mp3,rain,False
3-142593-A-38_000_003.mp3,clock_tick,False
3-142593-A-38_003_006.mp3,clock_tick,False
3-142601-A-21_000_003.mp3,sneezing,False
3-142601-A-21_003_006.mp3,sneezing,False
3-142605-A-21_000_003.mp3,sneezing,False
3-142605-A-21_003_006.mp3,sneezing,False
3-143119-A-21_000_003.mp3,sneezing,False
3-143119-A-21_003_006.mp3,sneezing,False
3-143929-A-10_000_003.mp3,rain,False
3-143929-A-10_003_006.mp3,rain,False
3-143933-A-38_000_003.mp3,clock_tick,False
3-143933-A-38_003_006.mp3,clock_tick,False
3-144028-A-0_000_003.mp3,dog,False
3-144028-A-0_003_006.mp3,dog,False
3-144692-A-21_000_003.mp3,sneezing,False
3-144692-A-21_003_006.mp3,sneezing,False
3-144827-A-11_000_003.mp3,sea_waves,False
3-144827-A-11_003_006.mp3,sea_waves,False
3-144827-B-11_000_003.mp3,sea_waves,False
3-144827-B-11_003_006.mp3,sea_waves,False
3-145382-A-1_000_003.mp3,rooster,False
3-145382-A-1_003_006.mp3,rooster,False
3-145774-A-12_000_003.mp3,crackling_fire,False
3-145774-A-12_003_006.mp3,crackling_fire,False
3-147965-A-12_000_003.mp3,crackling_fire,False
3-147965-A-12_003_006.mp3,crackling_fire,False
3-148330-A-21_000_003.mp3,sneezing,False
3-148330-A-21_003_006.mp3,sneezing,False
3-149189-A-1_000_003.mp3,rooster,False
3-149189-A-1_003_006.mp3,rooster,False
3-150231-A-21_000_003.mp3,sneezing,False
3-150231-A-21_003_006.mp3,sneezing,False
3-150363-A-38_000_003.mp3,clock_tick,False
3-150363-A-38_003_006.mp3,clock_tick,False
3-150979-A-40_000_003.mp3,helicopter,False
3-150979-A-40_003_006.mp3,helicopter,False
3-150979-B-40_000_003.mp3,helicopter,False
3-150979-B-40_003_006.mp3,helicopter,False
3-150979-C-40_000_003.mp3,helicopter,False
3-150979-C-40_003_006.mp3,helicopter,False
3-151080-A-20_000_003.mp3,crying_baby,False
3-151080-A-20_003_006.mp3,crying_baby,False
3-151081-A-20_000_003.mp3,crying_baby,False
3-151081-A-20_003_006.mp3,crying_baby,False
3-151081-B-20_000_003.mp3,crying_baby,False
3-151081-B-20_003_006.mp3,crying_baby,False
3-152007-A-20_000_003.mp3,crying_baby,False
3-152007-A-20_003_006.mp3,crying_baby,False
3-152007-B-20_000_003.mp3,crying_baby,False
3-152007-B-20_003_006.mp3,crying_baby,False
3-152007-C-20_000_003.mp3,crying_baby,False
3-152007-C-20_003_006.mp3,crying_baby,False
3-152007-D-20_000_003.mp3,crying_baby,False
3-152007-D-20_003_006.mp3,crying_baby,False
3-152007-E-20_000_003.mp3,crying_baby,False
3-152007-E-20_003_006.mp3,crying_baby,False
3-154926-A-40_000_003.mp3,helicopter,False
3-154926-A-40_003_006.mp3,helicopter,False
3-154926-B-40_000_003.mp3,helicopter,False
3-154926-B-40_003_006.mp3,helicopter,False
3-154957-A-1_000_003.mp3,rooster,False
3-154957-A-1_003_006.mp3,rooster,False
3-155312-A-0_000_003.mp3,dog,False
3-155312-A-0_003_006.mp3,dog,False
3-155642-A-11_000_003.mp3,sea_waves,False
3-155642-A-11_003_006.mp3,sea_waves,False
3-155642-B-11_000_003.mp3,sea_waves,False
3-155642-B-11_003_006.mp3,sea_waves,False
3-156558-A-21_000_003.mp3,sneezing,False
3-156558-A-21_003_006.mp3,sneezing,False
3-157149-A-10_000_003.mp3,rain,False
3-157149-A-10_003_006.mp3,rain,False
3-157187-A-12_000_003.mp3,crackling_fire,False
3-157187-A-12_003_006.mp3,crackling_fire,False
3-157487-A-10_000_003.mp3,rain,False
3-157487-A-10_003_006.mp3,rain,False
3-157615-A-10_000_003.mp3,rain,False
3-157615-A-10_003_006.mp3,rain,False
3-157695-A-0_000_003.mp3,dog,False
3-157695-A-0_003_006.mp3,dog,False
3-158476-A-12_000_003.mp3,crackling_fire,False
3-158476-A-12_003_006.mp3,crackling_fire,False
3-163288-A-1_000_003.mp3,rooster,False
3-163288-A-1_003_006.mp3,rooster,False
3-163459-A-0_000_003.mp3,dog,False
3-163459-A-0_003_006.mp3,dog,False
3-164120-A-11_000_003.mp3,sea_waves,False
3-164120-A-11_003_006.mp3,sea_waves,False
3-164630-A-11_000_003.mp3,sea_waves,False
3-164630-A-11_003_006.mp3,sea_waves,False
3-164688-A-38_000_003.mp3,clock_tick,False
3-164688-A-38_003_006.mp3,clock_tick,False
3-165856-A-41_000_003.mp3,chainsaw,False
3-165856-A-41_003_006.mp3,chainsaw,False
3-166422-A-11_000_003.mp3,sea_waves,False
3-166422-A-11_003_006.mp3,sea_waves,False
3-170015-A-0_000_003.mp3,dog,False
3-170015-A-0_003_006.mp3,dog,False
3-170377-A-38_000_003.mp3,clock_tick,False
3-170377-A-38_003_006.mp3,clock_tick,False
3-170383-A-38_000_003.mp3,clock_tick,False
3-170383-A-38_003_006.mp3,clock_tick,False
3-171012-A-38_000_003.mp3,clock_tick,False
3-171012-A-38_003_006.mp3,clock_tick,False
3-171041-A-38_000_003.mp3,clock_tick,False
3-171041-A-38_003_006.mp3,clock_tick,False
3-180256-A-0_000_003.mp3,dog,False
3-180256-A-0_003_006.mp3,dog,False
3-180977-A-0_000_003.mp3,dog,False
3-180977-A-0_003_006.mp3,dog,False
3-187710-A-11_000_003.mp3,sea_waves,False
3-187710-A-11_003_006.mp3,sea_waves,False
3-65748-A-12_000_003.mp3,crackling_fire,False
3-65748-A-12_003_006.mp3,crackling_fire,False
3-68630-A-40_000_003.mp3,helicopter,False
3-68630-A-40_003_006.mp3,helicopter,False
3-68630-B-40_000_003.mp3,helicopter,False
3-68630-B-40_003_006.mp3,helicopter,False
3-68630-C-40_000_003.mp3,helicopter,False
3-68630-C-40_003_006.mp3,helicopter,False
4-125929-A-40_000_003.mp3,helicopter,False
4-125929-A-40_003_006.mp3,helicopter,False
4-149294-A-41_000_003.mp3,chainsaw,False
4-149294-A-41_003_006.mp3,chainsaw,False
4-149294-B-41_000_003.mp3,chainsaw,False
4-149294-B-41_003_006.mp3,chainsaw,False
4-156843-A-21_000_003.mp3,sneezing,False
4-156843-A-21_003_006.mp3,sneezing,False
4-156844-A-21_000_003.mp3,sneezing,False
4-156844-A-21_003_006.mp3,sneezing,False
4-157297-A-21_000_003.mp3,sneezing,False
4-157297-A-21_003_006.mp3,sneezing,False
4-157611-A-41_000_003.mp3,chainsaw,False
4-157611-A-41_003_006.mp3,chainsaw,False
4-157611-B-41_000_003.mp3,chainsaw,False
4-157611-B-41_003_006.mp3,chainsaw,False
4-160999-A-10_000_003.mp3,rain,False
4-160999-A-10_003_006.mp3,rain,False
4-161127-A-10_000_003.mp3,rain,False
4-161127-A-10_003_006.mp3,rain,False
4-161579-A-40_000_003.mp3,helicopter,False
4-161579-A-40_003_006.mp3,helicopter,False
4-161579-B-40_000_003.mp3,helicopter,False
4-161579-B-40_003_006.mp3,helicopter,False
4-163264-A-10_000_003.mp3,rain,False
4-163264-A-10_003_006.mp3,rain,False
4-164021-A-1_000_003.mp3,rooster,False
4-164021-A-1_003_006.mp3,rooster,False
4-164064-A-1_000_003.mp3,rooster,False
4-164064-A-1_003_006.mp3,rooster,False
4-164064-B-1_000_003.mp3,rooster,False
4-164064-B-1_003_006.mp3,rooster,False
4-164064-C-1_000_003.mp3,rooster,False
4-164064-C-1_003_006.mp3,rooster,False
4-164206-A-10_000_003.mp3,rain,False
4-164206-A-10_003_006.mp3,rain,False
4-164661-A-12_000_003.mp3,crackling_fire,False
4-164661-A-12_003_006.mp3,crackling_fire,False
4-164661-B-12_000_003.mp3,crackling_fire,False
4-164661-B-12_003_006.mp3,crackling_fire,False
4-164859-A-1_000_003.mp3,rooster,False
4-164859-A-1_003_006.mp3,rooster,False
4-165823-A-41_000_003.mp3,chainsaw,False
4-165823-A-41_003_006.mp3,chainsaw,False
4-165823-B-41_000_003.mp3,chainsaw,False
4-165823-B-41_003_006.mp3,chainsaw,False
4-166661-A-10_000_003.mp3,rain,False
4-166661-A-10_003_006.mp3,rain,False
4-167063-A-11_000_003.mp3,sea_waves,False
4-167063-A-11_003_006.mp3,sea_waves,False
4-167063-B-11_000_003.mp3,sea_waves,False
4-167063-B-11_003_006.mp3,sea_waves,False
4-167063-C-11_000_003.mp3,sea_waves,False
4-167063-C-11_003_006.mp3,sea_waves,False
4-167077-A-20_000_003.mp3,crying_baby,False
4-167077-A-20_003_006.mp3,crying_baby,False
4-167077-B-20_000_003.mp3,crying_baby,False
4-167077-B-20_003_006.mp3,crying_baby,False
4-167077-C-20_000_003.mp3,crying_baby,False
4-167077-C-20_003_006.mp3,crying_baby,False
4-167642-A-21_000_003.mp3,sneezing,False
4-167642-A-21_003_006.mp3,sneezing,False
4-169127-A-41_000_003.mp3,chainsaw,False
4-169127-A-41_003_006.mp3,chainsaw,False
4-169127-B-41_000_003.mp3,chainsaw,False
4-169127-B-41_003_006.mp3,chainsaw,False
4-170078-A-1_000_003.mp3,rooster,False
4-170078-A-1_003_006.mp3,rooster,False
4-170247-A-12_000_003.mp3,crackling_fire,False
4-170247-A-12_003_006.mp3,crackling_fire,False
4-170247-B-12_000_003.mp3,crackling_fire,False
4-170247-B-12_003_006.mp3,crackling_fire,False
4-171207-A-12_000_003.mp3,crackling_fire,False
4-171207-A-12_003_006.mp3,crackling_fire,False
4-171519-A-21_000_003.mp3,sneezing,False
4-171519-A-21_003_006.mp3,sneezing,False
4-175000-A-40_000_003.mp3,helicopter,False
4-175000-A-40_003_006.mp3,helicopter,False
4-175000-B-40_000_003.mp3,helicopter,False
4-175000-B-40_003_006.mp3,helicopter,False
4-175000-C-40_000_003.mp3,helicopter,False
4-175000-C-40_003_006.mp3,helicopter,False
4-175945-A-38_000_003.mp3,clock_tick,False
4-175945-A-38_003_006.mp3,clock_tick,False
4-177250-A-10_000_003.mp3,rain,False
4-177250-A-10_003_006.mp3,rain,False
4-179984-A-38_000_003.mp3,clock_tick,False
4-179984-A-38_003_006.mp3,clock_tick,False
4-180380-A-10_000_003.mp3,rain,False
4-180380-A-10_003_006.mp3,rain,False
4-181035-A-38_000_003.mp3,clock_tick,False
4-181035-A-38_003_006.mp3,clock_tick,False
4-181286-A-10_000_003.mp3,rain,False
4-181286-A-10_003_006.mp3,rain,False
4-181563-A-12_000_003.mp3,crackling_fire,False
4-181563-A-12_003_006.mp3,crackling_fire,False
4-181865-A-38_000_003.mp3,clock_tick,False
4-181865-A-38_003_006.mp3,clock_tick,False
4-182368-A-12_000_003.mp3,crackling_fire,False
